date,close,Market_Return,CPI_YoY,M2_YoY,Liquidity_Diff
2020-01-03,4144.965,-0.0017523067663942626,0.0,8.4,8.4
2020-01-06,4129.295,-0.0037804903057082617,0.0,8.4,8.4
2020-01-07,4160.227,0.007490867085059305,0.0,8.4,8.4
2020-01-08,4112.317,-0.011516198515129084,0.0,8.4,8.4
2020-01-09,4164.37,0.012657827691785473,0.0,8.4,8.4
2020-01-10,4163.185,-0.00028455684773431855,0.0,8.4,8.4
2020-01-13,4203.988,0.009800909640095279,0.0,8.4,8.4
2020-01-14,4189.886,-0.0033544339327323813,0.0,8.4,8.4
2020-01-15,4166.734,-0.005525687333736484,0.0,8.4,8.4
2020-01-16,4149.043,-0.004245771388334485,0.0,8.4,8.4
2020-01-17,4154.853,0.001400322917839203,0.0,8.4,8.4
2020-01-20,4185.83,0.007455618766777139,0.0,8.4,8.4
2020-01-21,4114.309,-0.01708645597169489,0.0,8.4,8.4
2020-01-22,4131.931,0.004283100758839309,0.0,8.4,8.4
2020-01-23,4003.901,-0.030985512584793873,0.0,8.4,8.4
2020-02-03,3688.358,-0.07880889162843929,1.4,8.8,7.4
2020-02-04,3785.638,0.026374880095695552,1.4,8.8,7.4
2020-02-05,3828.527,0.011329398109380717,1.4,8.8,7.4
2020-02-06,3899.775,0.018609768195444465,1.4,8.8,7.4
2020-02-07,3899.869,2.4103954715304354e-05,1.4,8.8,7.4
2020-02-10,3916.005,0.004137574877515204,1.4,8.8,7.4
2020-02-11,3952.464,0.00931025368966587,1.4,8.8,7.4
2020-02-12,3984.433,0.008088372215407924,1.4,8.8,7.4
2020-02-13,3959.919,-0.006152443773053795,1.4,8.8,7.4
2020-02-14,3987.734,0.0070241335744494204,1.4,8.8,7.4
2020-02-17,4077.424,0.02249147009304031,1.4,8.8,7.4
2020-02-18,4057.511,-0.004883720702090311,1.4,8.8,7.4
2020-02-19,4051.311,-0.0015280303614703117,1.4,8.8,7.4
2020-02-20,4144.656,0.023040689791526736,1.4,8.8,7.4
2020-02-21,4149.49,0.0011663211615149383,1.4,8.8,7.4
2020-02-24,4132.839,-0.00401278229372759,1.4,8.8,7.4
2020-02-25,4123.854,-0.002174050331987254,1.4,8.8,7.4
2020-02-26,4073.015,-0.012328031011767271,1.4,8.8,7.4
2020-02-27,4084.876,0.0029120933755462097,1.4,8.8,7.4
2020-02-28,3940.049,-0.03545444219114613,1.4,8.8,7.4
2020-03-02,4069.666,0.03289730660710055,0.8,10.1,9.299999999999999
2020-03-03,4091.362,0.00533115002557949,0.8,10.1,9.299999999999999
2020-03-04,4115.052,0.005790247844116303,0.8,10.1,9.299999999999999
2020-03-05,4206.725,0.0222774827632799,0.8,10.1,9.299999999999999
2020-03-06,4138.507,-0.016216415382512728,0.8,10.1,9.299999999999999
2020-03-09,3997.133,-0.034160628458523745,0.8,10.1,9.299999999999999
2020-03-10,4082.732,0.021415099272403593,0.8,10.1,9.299999999999999
2020-03-11,4028.429,-0.013300652602228125,0.8,10.1,9.299999999999999
2020-03-12,3950.911,-0.019242737057051262,0.8,10.1,9.299999999999999
2020-03-13,3895.313,-0.01407219752608957,0.8,10.1,9.299999999999999
2020-03-16,3727.84,-0.042993464196587006,0.8,10.1,9.299999999999999
2020-03-17,3709.682,-0.0048709172067471496,0.8,10.1,9.299999999999999
2020-03-18,3636.257,-0.01979280164714925,0.8,10.1,9.299999999999999
2020-03-19,3589.093,-0.012970480359336567,0.8,10.1,9.299999999999999
2020-03-20,3653.224,0.017868302660310142,0.8,10.1,9.299999999999999
2020-03-23,3530.306,-0.03364644489360635,0.8,10.1,9.299999999999999
2020-03-24,3625.115,0.02685574564924398,0.8,10.1,9.299999999999999
2020-03-25,3722.518,0.026868940709467326,0.8,10.1,9.299999999999999
2020-03-26,3698.047,-0.006573776137549947,0.8,10.1,9.299999999999999
2020-03-27,3710.061,0.0032487418358935205,0.8,10.1,9.299999999999999
2020-03-30,3674.111,-0.009689867632904248,0.8,10.1,9.299999999999999
2020-03-31,3686.155,0.0032780718927654107,0.8,10.1,9.299999999999999
2020-04-01,3675.076,-0.0030055708455016816,-1.2,11.1,12.299999999999999
2020-04-02,3734.531,0.01617789672921055,-1.2,11.1,12.299999999999999
2020-04-03,3713.218,-0.005707008457019103,-1.2,11.1,12.299999999999999
2020-04-07,3798.021,0.02283814201051504,-1.2,11.1,12.299999999999999
2020-04-08,3780.345,-0.00465400270298677,-1.2,11.1,12.299999999999999
2020-04-09,3792.811,0.003297582628040585,-1.2,11.1,12.299999999999999
2020-04-10,3769.178,-0.0062309985918096444,-1.2,11.1,12.299999999999999
2020-04-13,3753.257,-0.00422399791148087,-1.2,11.1,12.299999999999999
2020-04-14,3825.699,0.019301103015327836,-1.2,11.1,12.299999999999999
2020-04-15,3797.362,-0.007407012417861458,-1.2,11.1,12.299999999999999
2020-04-16,3802.381,0.0013217070166078315,-1.2,11.1,12.299999999999999
2020-04-17,3839.487,0.009758622294820052,-1.2,11.1,12.299999999999999
2020-04-20,3853.455,0.0036379860121937835,-1.2,11.1,12.299999999999999
2020-04-21,3808.047,-0.011783710981443929,-1.2,11.1,12.299999999999999
2020-04-22,3839.383,0.008228890032081937,-1.2,11.1,12.299999999999999
2020-04-23,3829.753,-0.0025082155127528205,-1.2,11.1,12.299999999999999
2020-04-24,3796.972,-0.008559559846287756,-1.2,11.1,12.299999999999999
2020-04-27,3822.769,0.006794098033906959,-1.2,11.1,12.299999999999999
2020-04-28,3849.147,0.006900233835735348,-1.2,11.1,12.299999999999999
2020-04-29,3867.032,0.004646484013211216,-1.2,11.1,12.299999999999999
2020-04-30,3912.577,0.011777766514474264,-1.2,11.1,12.299999999999999
2020-05-06,3936.254,0.006051510296155138,-0.9,11.1,12.0
2020-05-07,3924.895,-0.002885738572764862,-0.9,11.1,12.0
2020-05-08,3963.622,0.009867015550734548,-0.9,11.1,12.0
2020-05-11,3960.18,-0.000868397642358465,-0.9,11.1,12.0
2020-05-12,3960.238,1.4645798928292209e-05,-0.9,11.1,12.0
2020-05-13,3968.253,0.0020238682624631466,-0.9,11.1,12.0
2020-05-14,3925.218,-0.010844822646136842,-0.9,11.1,12.0
2020-05-15,3912.816,-0.0031595697359994013,-0.9,11.1,12.0
2020-05-18,3922.912,0.002580238886776165,-0.9,11.1,12.0
2020-05-19,3956.25,0.008498278829604189,-0.9,11.1,12.0
2020-05-20,3935.222,-0.005315134281200562,-0.9,11.1,12.0
2020-05-21,3913.795,-0.005444927884627582,-0.9,11.1,12.0
2020-05-22,3824.064,-0.022926852326194957,-0.9,11.1,12.0
2020-05-25,3829.325,0.0013757614935314688,-0.9,11.1,12.0
2020-05-26,3872.77,0.011345341541916687,-0.9,11.1,12.0
2020-05-27,3845.614,-0.007012035313225362,-0.9,11.1,12.0
2020-05-28,3856.632,0.002865082142929687,-0.9,11.1,12.0
2020-05-29,3867.023,0.0026943198106534894,-0.9,11.1,12.0
2020-06-01,3971.34,0.026976048500358063,-0.8,11.1,11.9
2020-06-02,3983.568,0.003079061475471878,-0.8,11.1,11.9
